title,url
I phone 6 64gig,https://www.bidorbuy.co.za/item/309227402/I_phone_6_64gig.html
Apple iphone 6  Space Grey ***,https://www.bidorbuy.co.za/item/307514270/Apple_iphone_6_Space_Grey.html
Apple iphone 6 PLUS,https://www.bidorbuy.co.za/item/307790118/Apple_iphone_6_PLUS.html
iPAD AIR  !!!!! BARGAIN!!!! BRAND NEW CONDITION!!!!!,https://www.bidorbuy.co.za/item/309082525/iPAD_AIR_BARGAIN_BRAND_NEW_CONDITION.html
Iphone 6 16GB Black/Silver,https://www.bidorbuy.co.za/item/307555018/Iphone_6_16GB_Black_Silver.html
iPhone 6S Rose Gold 64gb,https://www.bidorbuy.co.za/item/309134586/iPhone_6S_Rose_Gold_64gb.html
iPhone 7 32GB Matt Black {Good Condition! - 8.5/10} (6 Month Warranty),https://www.bidorbuy.co.za/item/308660946/iPhone_7_32GB_Matt_Black_Good_Condition_8_5_10_6_Month_Warranty.html
iPhone 6 16GB Space Gray {9/10} (6 Month Warranty),https://www.bidorbuy.co.za/item/309145464/iPhone_6_16GB_Space_Gray_9_10_6_Month_Warranty.html
Apple Iphone SE 16GB. Rose Gold.,https://www.bidorbuy.co.za/item/308491888/Apple_Iphone_SE_16GB_Rose_Gold.html
Apple Iphone 5S 16GB. Good condition.,https://www.bidorbuy.co.za/item/308776233/Apple_Iphone_5S_16GB_Good_condition.html
Apple Iphone SE 16GB. Space Grey.,https://www.bidorbuy.co.za/item/308491892/Apple_Iphone_SE_16GB_Space_Grey.html
iPhone 6 - 128GB - BOXED - LIKE NEW CONDITION,https://www.bidorbuy.co.za/item/308899402/iPhone_6_128GB_BOXED_LIKE_NEW_CONDITION.html
Apple Iphone SE 64GB. Rose Gold.,https://www.bidorbuy.co.za/item/308491896/Apple_Iphone_SE_64GB_Rose_Gold.html
Apple Iphone 5S 32GB. Please read.,https://www.bidorbuy.co.za/item/308776597/Apple_Iphone_5S_32GB_Please_read.html
iPhone 7 | 32GB | Rose Gold. New condition!,https://www.bidorbuy.co.za/item/304578383/iPhone_7_32GB_Rose_Gold_New_condition.html
APPLE IPHONE 6S -SPACE GRAY-LIKE NEW (FREE BACK COVER!!)(IN THE BOX),https://www.bidorbuy.co.za/item/308546949/APPLE_IPHONE_6S_SPACE_GRAY_LIKE_NEW_FREE_BACK_COVER_IN_THE_BOX.html
Apple I Phone 5S (16GB) White/Gold,https://www.bidorbuy.co.za/item/308726846/Apple_I_Phone_5S_16GB_White_Gold.html
10 x Iphone 4,https://www.bidorbuy.co.za/item/304370111/10_x_Iphone_4.html
APPLE IPHONE SE | 64GB | SPACE GREY | DEMO IN BOX | MLM62SO/A | A1723,https://www.bidorbuy.co.za/item/305615154/APPLE_IPHONE_SE_64GB_SPACE_GREY_DEMO_IN_BOX_MLM62SO_A_A1723.html
***Apple Iphone 6S***In Box***,https://www.bidorbuy.co.za/item/306885695/_Apple_Iphone_6S_In_Box.html
"iPhone 7 Plus, black, 128GB",https://www.bidorbuy.co.za/item/306080676/iPhone_7_Plus_black_128GB.html
iPhone 6 64GB (Gold),https://www.bidorbuy.co.za/item/308087710/iPhone_6_64GB_Gold.html
APPLE IPHONE 6S - 64GB - SPACE GREY,https://www.bidorbuy.co.za/item/305213263/APPLE_IPHONE_6S_64GB_SPACE_GREY.html
iPhone 6 16 gb in good condition bargain very late entry,https://www.bidorbuy.co.za/item/308516138/iPhone_6_16_gb_in_good_condition_bargain_very_late_entry.html
iPhone 6 16GB Silver {Good Condition 7.5/10} (6 Month Warranty),https://www.bidorbuy.co.za/item/306896783/iPhone_6_16GB_Silver_Good_Condition_7_5_10_6_Month_Warranty.html
iPAD AIR  !!!!! BARGAIN!!!! BRAND NEW CONDITION!!!!!,https://www.bidorbuy.co.za/item/307310097/iPAD_AIR_BARGAIN_BRAND_NEW_CONDITION.html
iPhone 5s 16GB Silver {Good Condition 7/10} (6 Month Warranty),https://www.bidorbuy.co.za/item/308361500/iPhone_5s_16GB_Silver_Good_Condition_7_10_6_Month_Warranty.html
Apple iPhone 6 16GB,https://www.bidorbuy.co.za/item/307701322/Apple_iPhone_6_16GB.html
Apple iPhone 6 32 gig,https://www.bidorbuy.co.za/item/308313747/Apple_iPhone_6_32_gig.html
Apple iPhone 6s | 64GB | Local Stock  ##UNBOXED SPECIAL##,https://www.bidorbuy.co.za/item/305635609/Apple_iPhone_6s_64GB_Local_Stock_UNBOXED_SPECIAL.html
"Apple iPhone 6s, 16gb | Local Stock | Warranty (Pre-Owned)",https://www.bidorbuy.co.za/item/306732006/Apple_iPhone_6s_16gb_Local_Stock_Warranty_Pre_Owned.html
"Apple iPhone 6 Plus 16GB Gold (Excellent condition, free shipping)",https://www.bidorbuy.co.za/item/308423352/Apple_iPhone_6_Plus_16GB_Gold_Excellent_condition_free_shipping.html
iPhone 4S 32GB With Free Accessories!,https://www.bidorbuy.co.za/item/306153056/iPhone_4S_32GB_With_Free_Accessories.html
iPhone 5s 16GB Silver {Good Condition 7.5/10} (6 Month Warranty),https://www.bidorbuy.co.za/item/307721374/iPhone_5s_16GB_Silver_Good_Condition_7_5_10_6_Month_Warranty.html
